,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
384,Port Hardy,CA,2022-02-12 00:06:18,50.6996,-127.4199,47.75,79,93,1.72
385,Luganville,VU,2022-02-12 00:06:51,-15.5333,167.1667,85.71,70,98,9.57
386,Shubarshi,KZ,2022-02-12 00:06:51,48.5872,57.1869,27.61,95,100,9.91
387,Port Blair,IN,2022-02-12 00:06:51,11.6667,92.75,75.24,94,40,1.14
388,Mount Isa,AU,2022-02-12 00:06:52,-20.7333,139.5,91.17,31,14,8.05
389,Kralendijk,BQ,2022-02-12 00:06:52,12.15,-68.2667,78.78,73,20,17.27
390,Seddon,AU,2022-02-12 00:06:52,-37.8068,144.8916,76.37,58,20,5.75
391,Biak,ID,2022-02-12 00:04:08,-0.9131,122.8766,75.97,88,100,3.02
392,Opuwo,NA,2022-02-12 00:06:53,-18.0607,13.84,68.07,90,99,5.55
393,Saint George,US,2022-02-12 00:06:06,37.1041,-113.5841,72.43,15,0,5.75
394,Caravelas,BR,2022-02-12 00:06:53,-17.7125,-39.2481,75.9,87,47,4.9
395,Havre-Saint-Pierre,CA,2022-02-12 00:06:54,50.2334,-63.5986,12.25,87,37,3.27
396,Ponta Delgada,PT,2022-02-12 00:06:54,37.7333,-25.6667,60.49,63,75,0.0
397,Castelldefels,ES,2022-02-12 00:06:54,41.2779,1.9703,55.69,85,20,3.44
398,Keningau,MY,2022-02-12 00:06:55,5.3378,116.1602,73.85,96,97,1.3
399,Vata De Jos,RO,2022-02-12 00:06:55,46.1833,22.6,41.65,95,95,3.98
400,Upernavik,GL,2022-02-12 00:06:55,72.7868,-56.1549,-12.08,77,100,17.74
401,Longyearbyen,SJ,2022-02-12 00:02:24,78.2186,15.6401,19.24,86,75,3.44
402,Tambun,ID,2022-02-12 00:06:56,-6.2641,107.0712,80.49,94,40,3.44
403,Sete Lagoas,BR,2022-02-12 00:06:56,-19.4658,-44.2467,68.88,98,100,3.27
404,Dorado,PR,2022-02-12 00:06:56,18.4588,-66.2677,78.15,81,17,11.65
405,West Wendover,US,2022-02-12 00:03:11,40.7391,-114.0733,56.1,19,25,7.45
406,Whitianga,NZ,2022-02-12 00:04:42,-36.8333,175.7,80.02,95,97,10.33
407,Mezhdurechensk,RU,2022-02-12 00:06:57,53.6942,88.0603,-12.21,98,7,3.06
408,Saint-Francois,FR,2022-02-12 00:06:57,46.4154,3.9054,30.42,97,0,0.0
409,Codrington,AU,2022-02-12 00:05:56,-38.2667,141.9667,70.88,53,1,11.92
410,Tual,ID,2022-02-12 00:06:58,-5.6667,132.75,82.26,69,87,1.86
411,Cayenne,GF,2022-02-12 00:06:58,4.9333,-52.3333,79.09,88,100,5.99
412,Phan Thiet,VN,2022-02-12 00:06:58,10.9333,108.1,75.58,69,100,5.55
413,Guerrero Negro,MX,2022-02-12 00:06:59,27.9769,-114.0611,73.63,24,0,10.11
414,Manta,EC,2022-02-12 00:03:46,-0.95,-80.7333,80.38,69,75,4.61
415,Misratah,LY,2022-02-12 00:07:59,32.3754,15.0925,57.76,55,100,6.2
416,Gat,IL,2022-02-12 00:08:00,31.61,34.7642,48.4,100,4,3.74
417,Predivinsk,RU,2022-02-12 00:08:00,57.0669,93.4378,-16.42,99,8,3.09
418,Oussouye,SN,2022-02-12 00:08:00,12.485,-16.5469,77.5,22,1,4.54
419,Itaituba,BR,2022-02-12 00:08:01,-4.2761,-55.9836,74.19,98,100,0.78
420,Ouargaye,BF,2022-02-12 00:08:01,11.5033,0.0572,78.53,11,51,8.55
421,Dubbo,AU,2022-02-12 00:08:01,-32.25,148.6167,75.33,46,25,14.97
422,Beringovskiy,RU,2022-02-12 00:08:02,63.05,179.3167,-22.61,93,32,10.49
423,Mwinilunga,ZM,2022-02-12 00:08:02,-11.7358,24.4293,57.04,93,89,0.78
424,Pyapon,MM,2022-02-12 00:08:02,16.2833,95.6833,65.55,79,2,6.67
425,Luau,AO,2022-02-12 00:08:03,-10.7073,22.2247,63.93,93,99,2.73
426,Kuito,AO,2022-02-12 00:08:03,-12.3833,16.9333,57.6,89,57,5.35
427,Tucuma,BR,2022-02-12 00:08:03,-0.1833,-50.05,75.47,93,99,5.82
428,Mangai,CD,2022-02-12 00:08:04,-4.05,19.5333,72.34,91,90,1.92
429,Rio Hondo,GT,2022-02-12 00:08:04,15.0667,-89.5833,79.86,47,0,16.11
430,Nchelenge,ZM,2022-02-12 00:08:04,-9.3451,28.734,68.5,84,100,5.32
431,Gunjur,GM,2022-02-12 00:08:05,13.2019,-16.7339,78.37,30,2,14.34
432,Curup,ID,2022-02-12 00:08:05,-3.4667,102.5333,67.53,85,100,1.12
433,Bacolod,PH,2022-02-12 00:08:05,10.6667,122.95,79.7,83,91,10.69
434,Baracoa,CU,2022-02-12 00:08:06,20.3467,-74.4958,74.84,85,23,3.83
435,Lorengau,PG,2022-02-12 00:08:06,-2.0226,147.2712,83.48,75,100,5.1
436,Cheney,US,2022-02-12 00:04:01,47.4874,-117.5758,50.34,31,20,9.22
437,Dhidhdhoo,MV,2022-02-12 00:08:06,6.8833,73.1,81.52,71,96,8.01
438,Karratha,AU,2022-02-12 00:08:07,-20.7377,116.8463,87.21,62,26,6.4
439,Chumikan,RU,2022-02-12 00:08:07,54.7183,135.315,7.72,94,100,4.68
440,Syasstroy,RU,2022-02-12 00:08:07,60.1367,32.5691,16.92,97,78,8.37
441,Pangody,RU,2022-02-12 00:08:08,65.85,74.4859,-4.56,80,41,14.52
442,Tiarei,PF,2022-02-12 00:08:08,-17.5333,-149.3333,86.02,73,57,13.94
443,Kenora,CA,2022-02-12 00:08:08,49.8167,-94.4337,-5.82,84,43,9.6
444,Pisco,PE,2022-02-12 00:04:46,-13.7,-76.2167,73.02,68,0,19.57
445,Tessalit,ML,2022-02-12 00:08:09,20.1986,1.0114,64.94,16,2,4.94
446,Mukhen,RU,2022-02-12 00:08:09,48.1,136.1,13.77,93,100,2.33
447,Statesville,US,2022-02-12 00:08:09,35.7826,-80.8873,59.27,35,0,5.75
448,Boguchany,RU,2022-02-12 00:08:10,58.3814,97.4531,-24.12,100,65,2.3
449,Najran,SA,2022-02-12 00:08:10,17.4924,44.1277,62.08,25,0,2.19
450,Korla,CN,2022-02-12 00:08:10,41.7597,86.1469,25.92,48,6,3.67
451,Tabuk,PH,2022-02-12 00:08:11,17.4189,121.4443,72.59,81,75,3.02
452,Cody,US,2022-02-12 00:05:02,44.5263,-109.0565,27.28,63,100,9.22
453,Itacarambi,BR,2022-02-12 00:08:11,-15.1022,-44.0919,73.99,78,81,0.38
454,Itamaraca,BR,2022-02-12 00:08:12,-7.7478,-34.8256,83.08,77,65,9.4
455,Falun,SE,2022-02-12 00:08:12,60.6036,15.626,30.22,57,51,8.61
456,Northam,GB,2022-02-12 00:08:12,51.0333,-4.2167,45.01,82,97,14.05
457,Corner Brook,CA,2022-02-12 00:08:13,48.9667,-57.9484,25.21,94,57,5.14
458,Manuk Mangkaw,PH,2022-02-12 00:09:13,4.8,119.85,80.53,77,67,1.59
459,Kautokeino,NO,2022-02-12 00:09:13,69.0125,23.0412,-7.8,100,56,2.77
460,Devils Lake,US,2022-02-12 00:09:14,48.1128,-98.8651,-7.06,66,0,16.11
461,Oriximina,BR,2022-02-12 00:09:14,-1.7656,-55.8661,75.18,94,90,2.42
462,Saint-Pierre,RE,2022-02-12 00:09:14,-21.3393,55.4781,76.68,69,100,5.75
463,Barranca,PE,2022-02-12 00:09:15,-10.75,-77.7667,71.37,78,42,8.93
464,Micheweni,TZ,2022-02-12 00:09:15,-4.9667,39.8333,79.45,78,96,8.95
465,Kupang,ID,2022-02-12 00:09:15,-10.1667,123.5833,80.04,83,100,3.15
466,Nantucket,US,2022-02-12 00:09:16,41.2835,-70.0995,45.09,75,0,5.75
467,Domoni,KM,2022-02-12 00:09:16,-12.2569,44.5319,77.56,86,100,7.56
468,Ust-Kuyga,RU,2022-02-12 00:09:16,70.0167,135.6,-21.87,99,97,8.03
469,Poddorye,RU,2022-02-12 00:09:17,57.4695,31.1156,23.09,95,95,7.45
470,Sakakah,SA,2022-02-12 00:09:17,29.9697,40.2064,46.04,54,26,7.99
471,Muyezerskiy,RU,2022-02-12 00:09:17,63.9333,31.65,13.8,95,71,10.47
472,Bandarbeyla,SO,2022-02-12 00:09:18,9.4942,50.8122,74.68,57,60,13.11
473,Bahia Blanca,AR,2022-02-12 00:09:18,-38.7196,-62.2724,61.2,47,51,9.86
474,Vardo,NO,2022-02-12 00:09:19,70.3705,31.1107,26.8,77,98,31.81
475,Poum,NC,2022-02-12 00:09:19,-20.2333,164.0167,80.87,79,100,7.96
476,Tacoronte,ES,2022-02-12 00:09:19,28.4769,-16.4102,62.15,46,1,8.05
477,Bilma,NE,2022-02-12 00:09:20,18.6853,12.9164,61.34,24,0,7.02
478,Ixtapa,MX,2022-02-12 00:05:06,20.7,-105.2,76.23,61,20,10.36
479,Jacksonville,US,2022-02-12 00:05:30,30.3322,-81.6556,63.25,64,75,5.75
480,Jati,PK,2022-02-12 00:09:20,24.3539,68.2671,64.42,51,1,6.4
481,La Cumbre,AR,2022-02-12 00:09:21,-30.982,-64.4914,54.5,95,100,14.18
482,Matagami,CA,2022-02-12 00:09:21,49.7502,-77.6328,8.71,85,100,13.8
483,Buenaventura,CO,2022-02-12 00:09:21,3.8801,-77.0312,74.86,95,88,2.53
484,Tura,IN,2022-02-12 00:09:22,25.5198,90.2201,52.3,71,0,2.62
485,Stepnyak,KZ,2022-02-12 00:09:22,52.8339,70.7803,-3.44,91,97,11.27
486,Mehamn,NO,2022-02-12 00:09:22,71.0357,27.8492,28.35,63,99,17.13
487,Zhigansk,RU,2022-02-12 00:05:01,66.7697,123.3711,-33.34,100,97,4.56
488,Sept-Iles,CA,2022-02-12 00:09:23,50.2001,-66.3821,12.92,89,78,5.75
489,Goderich,CA,2022-02-12 00:09:23,43.7501,-81.7165,35.91,98,100,15.97
490,Petropavlovsk-Kamchatskiy,RU,2022-02-12 00:09:23,53.0452,158.6483,3.79,66,0,8.95
491,Cabot,US,2022-02-12 00:09:24,34.9745,-92.0165,64.26,44,100,0.0
492,Dumra,IN,2022-02-12 00:09:24,26.5667,85.5167,51.35,68,0,5.46
493,Ivanovka,KG,2022-02-12 00:09:24,42.8878,75.085,32.43,66,100,2.17
494,Vila Franca Do Campo,PT,2022-02-12 00:09:25,37.7167,-25.4333,60.19,75,70,2.19
495,Shenjiamen,CN,2022-02-12 00:09:25,29.9576,122.298,47.34,89,100,10.92
496,Carauari,BR,2022-02-12 00:09:25,-4.8828,-66.8958,74.61,95,94,2.77
497,Naples,IT,2022-02-12 00:04:32,40.8333,14.25,51.13,91,0,1.99
498,Athabasca,CA,2022-02-12 00:09:26,54.7169,-113.2854,17.76,79,100,4.97
499,Paragominas,BR,2022-02-12 00:09:26,-2.9667,-47.4833,71.73,98,95,3.78
500,Samarai,PG,2022-02-12 00:09:26,-10.6167,150.6667,82.96,58,72,12.3
501,Gambela,ET,2022-02-12 00:09:27,8.25,34.5833,85.42,30,93,1.1
502,Villa Maria,AR,2022-02-12 00:09:27,-32.4075,-63.2402,60.82,94,98,13.27
503,Filingue,NE,2022-02-12 00:09:27,14.3521,3.3168,70.03,12,0,9.35
504,Maniitsoq,GL,2022-02-12 00:10:28,65.4167,-52.9,28.04,96,100,16.24
505,Ereymentau,KZ,2022-02-12 00:10:28,51.6199,73.1033,-0.42,89,80,9.89
506,Gashua,NG,2022-02-12 00:10:28,12.871,11.0482,61.79,20,2,9.84
507,Pilar Do Sul,BR,2022-02-12 00:10:29,-23.8131,-47.7164,64.54,94,58,9.17
508,Ismailia,EG,2022-02-12 00:10:29,30.6043,32.2723,52.48,71,0,5.73
509,Scarborough,GB,2022-02-12 00:10:02,54.2797,-0.4044,39.83,80,96,11.01
510,Nha Trang,VN,2022-02-12 00:10:29,12.25,109.1833,77.0,84,100,5.84
511,Blackwater,AU,2022-02-12 00:10:30,-23.5833,148.8833,82.78,45,1,7.25
512,Bud,US,2022-02-12 00:10:30,39.447,-86.1758,40.42,93,100,10.0
513,Itarema,BR,2022-02-12 00:10:30,-2.9248,-39.9167,78.6,79,81,10.04
514,Nanakuli,US,2022-02-12 00:10:31,21.3906,-158.1547,80.71,61,0,6.91
515,Boffa,GN,2022-02-12 00:10:31,10.1667,-14.0333,72.54,78,70,3.74
516,Sasovo,RU,2022-02-12 00:10:31,54.3537,41.9199,18.39,96,53,8.01
517,San Cristobal,VE,2022-02-12 00:10:32,7.7669,-72.225,66.61,86,74,1.16
518,Lienz,AT,2022-02-12 00:10:32,46.8289,12.769,24.03,89,25,6.6
519,Mackay,AU,2022-02-12 00:10:32,-21.15,149.2,85.68,66,68,11.14
520,Markova,UA,2022-02-12 00:10:33,48.6758,24.4138,31.89,87,100,9.6
521,Rovaniemi,FI,2022-02-12 00:10:33,66.5,25.7167,8.01,85,0,3.44
522,Hobyo,SO,2022-02-12 00:10:33,5.3505,48.5268,75.33,67,61,14.83
523,Sao Pedro Do Sul,BR,2022-02-12 00:10:34,-29.6206,-54.1789,79.36,50,90,6.29
524,Natal,BR,2022-02-12 00:10:34,-5.795,-35.2094,83.05,83,40,8.05
525,Lerwick,GB,2022-02-12 00:10:34,60.1545,-1.1494,42.8,77,100,23.35
526,Palencia,ES,2022-02-12 00:10:35,42.4167,-4.5,43.79,89,87,3.27
527,Keflavik,IS,2022-02-12 00:10:35,64.0049,-22.5624,28.83,80,75,14.97
528,Cap-Aux-Meules,CA,2022-02-12 00:10:35,47.3821,-61.8597,27.91,93,24,6.67
529,Oksfjord,NO,2022-02-12 00:10:36,70.2396,22.3479,25.72,83,98,5.48
530,Pokhara,NP,2022-02-12 00:09:21,28.2333,83.9833,47.48,37,0,5.84
531,Dakar,SN,2022-02-12 00:06:53,14.6937,-17.4441,81.48,50,26,15.48
532,Aripuana,BR,2022-02-12 00:10:36,-9.1667,-60.6333,74.89,93,100,1.95
533,Basoko,CD,2022-02-12 00:10:37,1.2391,23.616,74.97,63,96,2.21
534,Kholmogory,RU,2022-02-12 00:10:37,64.2229,41.656,24.91,96,97,5.3
535,Wajima,JP,2022-02-12 00:10:37,37.4,136.9,41.77,64,100,5.44
536,Zambezi,ZM,2022-02-12 00:10:37,-13.5432,23.1047,62.01,97,99,3.33
537,Lusambo,CD,2022-02-12 00:09:01,-4.9667,23.45,72.12,85,100,2.21
538,Jaciara,BR,2022-02-12 00:10:38,-15.9653,-54.9683,71.53,95,100,2.26
539,Borovoy,RU,2022-02-12 00:10:38,55.4333,86.0833,-10.12,77,58,8.95
540,Cantaura,VE,2022-02-12 00:10:39,9.3057,-64.3584,79.07,58,34,13.27
541,Faya,SA,2022-02-12 00:09:49,18.3851,42.4509,50.52,84,39,3.8
542,Ondangwa,NA,2022-02-12 00:10:39,-17.9167,15.95,73.33,71,82,5.84
543,Portland,US,2022-02-12 00:09:10,45.5234,-122.6762,67.6,29,20,24.16
544,Bonfim,BR,2022-02-12 00:10:40,3.0833,-59.95,84.78,50,76,9.89
545,Navrongo,GH,2022-02-12 00:10:40,10.8956,-1.0921,77.58,12,50,7.2
546,Shache,CN,2022-02-12 00:10:40,38.4167,77.2406,28.78,52,43,1.3
547,Faridpur,BD,2022-02-12 00:10:40,23.6,89.8333,60.8,61,0,5.73
548,Suez,EG,2022-02-12 00:10:41,29.9737,32.5263,52.3,70,0,6.69
549,Jinchang,CN,2022-02-12 00:10:41,38.4953,102.1739,20.17,77,87,4.59
550,Turukhansk,RU,2022-02-12 00:11:42,65.8167,87.9833,-21.62,89,10,5.32
551,Tabou,CI,2022-02-12 00:11:42,4.423,-7.3528,78.1,88,45,3.78
552,El Alto,PE,2022-02-12 00:11:42,-4.2714,-81.2147,71.33,75,33,13.4
553,Loukhi,RU,2022-02-12 00:11:42,66.0764,33.0381,18.19,92,64,8.12
554,Suruc,TR,2022-02-12 00:11:43,36.9761,38.425,41.2,62,0,6.58
555,Kiunga,PG,2022-02-12 00:11:43,-6.1219,141.2906,83.03,69,96,1.74
556,Coos Bay,US,2022-02-12 00:11:44,43.3665,-124.2179,66.31,63,0,9.22
557,Dudinka,RU,2022-02-12 00:09:58,69.4058,86.1778,-11.4,87,91,13.96
558,Pozzuoli,IT,2022-02-12 00:11:44,40.832,14.11,51.15,91,0,1.99
559,Bandar-E Lengeh,IR,2022-02-12 00:11:44,26.5579,54.8807,67.6,59,0,4.47
560,La Rioja,ES,2022-02-12 00:10:05,42.25,-2.5,36.05,91,48,3.83
561,Kamina,CD,2022-02-12 00:11:45,-8.7386,24.9906,62.22,94,99,2.62
562,Oil City,US,2022-02-12 00:08:28,41.4339,-79.7064,48.25,72,100,17.27
563,Puro,PH,2022-02-12 00:11:45,12.4841,123.3827,77.29,89,94,11.23
564,Mitsamiouli,KM,2022-02-12 00:11:46,-11.3847,43.2844,79.68,76,100,5.77
565,Balkanabat,TM,2022-02-12 00:11:46,39.5108,54.3671,41.29,70,12,0.85
566,Neiafu,TO,2022-02-12 00:11:46,-18.65,-173.9833,86.68,79,40,10.36
567,Akdepe,TM,2022-02-12 00:11:47,42.0551,59.3788,33.8,66,33,6.24
568,Treinta Y Tres,UY,2022-02-12 00:11:47,-33.2333,-54.3833,73.81,78,12,15.12
569,Podu Iloaiei,RO,2022-02-12 00:11:47,47.2167,27.2667,44.94,83,52,16.64
570,Lac Du Bonnet,CA,2022-02-12 00:11:48,50.2536,-96.0612,-18.65,95,62,8.08
571,Hovd,MN,2022-02-12 00:11:48,48.0056,91.6419,-15.48,86,85,4.07
572,Ust-Tarka,RU,2022-02-12 00:11:48,55.5672,75.705,-16.78,100,35,7.07
573,Madimba,TZ,2022-02-12 00:11:49,-10.4,40.3333,76.96,86,100,2.84
574,El Dorado,US,2022-02-12 00:11:49,38.7666,-120.5177,70.43,45,2,1.99
575,Matay,EG,2022-02-12 00:11:49,28.419,30.7792,50.86,65,0,9.24
576,Lyngseidet,NO,2022-02-12 00:11:49,69.5763,20.2189,26.69,90,100,8.5
577,Flin Flon,CA,2022-02-12 00:11:50,54.7682,-101.865,-12.26,90,74,4.14
